hour,US-East,US-West,EU-West,EU-North,Singapore
54,329.32433863119616,72.58006133168386,303.07588383843716,26.2756862783681,340.55929244436965
55,368.38350889578976,80.89105956523046,285.21362410316624,26.92678138547794,408.79179599943865
56,326.0582771958094,82.8192171503084,295.82893816933785,28.622438724545734,379.60938982065494
57,346.2621452487496,85.55527926499977,332.4480961620473,26.897389725636675,390.72262246361913
58,344.4784501559875,101.45122787997195,313.4948930220665,27.19707285717353,401.6551003785783
59,371.93531190154073,92.24627155222042,357.69042905180055,26.933438614843567,465.4493439422361
60,378.9702634967286,102.23320268615807,354.9412606820811,29.103525352839583,454.9505711989213
61,367.774446240498,96.73389613285646,324.64238093157473,30.366071381691572,439.91902073322
62,403.8599440162923,98.14801246283218,340.0512435553046,28.698027850068172,418.40969841144437
63,358.1166872015771,90.21984568608816,331.0701394467145,28.178696609420143,450.50362259962907
64,339.73320625838534,88.23658951480613,279.50168131571786,29.722872819715626,395.01601797330363
65,342.6206505140322,82.96500093480043,313.65797122073826,25.49609818550455,410.4386248081259
66,299.80370493336966,74.18483920720911,276.2899309591217,25.069947445799055,362.53250228905404
67,324.79168544791634,78.24346600130441,278.8008335970119,25.050755036294998,339.43794836823844
68,265.96437442354187,67.98258299390898,239.46006417920083,22.034442520445715,327.83462664133424
69,304.325686815068,61.37480084931915,255.71295207836235,21.988571261582813,302.5812609489757
70,281.5956111616316,67.21715555152338,223.13866431370306,22.167875347627312,318.4603431897432
71,244.89818113989932,59.62228402205207,200.89547253490056,21.983770407002382,296.2621464198671
72,232.84538301294782,68.76739650622085,238.70166807867474,18.58829392371615,277.87552945902115
73,277.04311645493055,69.52490564009048,204.4783647164634,21.891256990043324,319.763934038874
74,278.1032065337515,70.73632138635058,219.94903844489357,20.63728193694461,296.3874712808079
75,290.02259681350637,66.06634517803532,258.2977360275392,20.426635067985764,317.8430493026663
76,306.4716579563209,64.2097930870405,270.7861630598578,22.316110903072175,357.15154765031804
77,280.1879441943083,81.32778425194134,265.5571214849206,25.981826078161294,356.64971324857316
78,313.85688606396,77.86530954341357,283.27741411177294,24.96309046996435,338.8803161879939
79,313.6203399494984,90.84414918222713,287.29369428313595,25.393530932249412,419.95212191966334
80,381.10212944271973,94.95771520181123,291.0437580575065,28.233704698742,414.01114820498634
81,377.77058650301996,96.53862113924899,304.237054047351,27.05251720474073,405.0699760587575
82,366.12916333646,88.87297443376326,334.97705630040514,26.84213052693103,399.50280939300717
83,351.7579900329909,92.09545302151884,345.9414564738472,27.615553079732504,463.6496203128463
84,372.9473495793981,101.45755129195962,350.51419585640025,27.768275033746637,450.9760083421835
85,371.92398050316575,90.81018208435098,348.39446316192993,27.752906420608674,440.82947109588304
86,396.3468748054353,86.55670731651902,297.33073324481126,27.21147803852698,464.48563626833305
87,378.82201095890974,91.19666709244044,314.6807374792653,29.339521117297085,443.0804066248707
88,382.8153374874738,94.4803699749144,276.73496790821065,25.7503404641953,375.57622978962235
89,337.83188279861787,86.34693823361152,293.1623275529588,25.482487395773724,371.4623625399934
90,298.4257882876143,80.10696648741197,272.7724836758104,26.983942049530064,348.5391028623818
91,319.3428247273309,68.87550421787594,282.00664829954314,23.582452199204962,364.9814749096901
92,305.8620427265865,72.73540276366221,240.99345782358728,23.25400982334462,299.4851526386456
93,280.7195914749578,74.47555922314517,218.81915556934783,20.057770291208822,319.50278730928403
94,281.5273738988823,60.615086640808066,211.90186669107428,19.39780360185629,319.36149924073374
95,260.27781662557777,63.97203238462785,234.32757866145104,18.318200811095096,318.41318405448055
96,259.5748326224615,67.96999562916936,226.0205096760461,18.67574025228866,284.3270402845981
97,256.82461222983443,66.80761188683523,204.91642254236234,19.277187873433387,315.12596903409684
98,241.70694277687025,67.89048611612559,209.2144151543135,19.334642528233914,279.8042420647859
99,255.57292131078913,70.57451931862086,246.49234447731638,19.698809990317773,336.9316722063243
100,263.4572928558267,69.10196417034493,227.17486615617315,20.792861419952704,305.69190103365077
101,314.63625374199887,71.8182248899487,278.56019319741654,23.519949816456542,340.8538224155412
102,311.0073963775307,83.88790625656051,287.3845709390386,23.531668592028964,388.82147984821927
103,340.3020368575549,88.24276442703349,265.98102578766105,25.580314985797813,358.97113109240706
104,384.2616736371882,93.27971689692221,278.3913459992529,27.51879498970172,381.8397576510835
105,350.1929550976126,97.62485629557742,345.6937309060718,29.62213752350624,437.52203071740763
106,372.1532481173649,92.89345134734579,315.6622632936431,26.627720328014984,449.51432656267315
107,405.0966292331142,94.29021373653269,320.79910312481434,31.615889362956317,450.26063585619505
108,366.57643378891055,100.45567659321006,351.91984333513693,30.767402336945448,457.4829789886622
109,352.79252064386316,97.08879690830618,358.77660590913945,27.334434538536975,441.6407534741423
110,363.0107038118242,96.4269887311789,355.27847852553055,31.521548718243384,409.1928742205749
111,343.69897201291155,95.50674744736983,330.99675652812584,30.93749763702211,405.97399753291023
112,385.83431517546325,93.67829284078931,296.0864820334372,25.085928779201755,377.99219965454716
113,360.6546235310923,80.39716578424819,266.10596151886483,25.120735152201053,417.5294821452908
114,331.6178826705734,77.03421065171112,291.29850975919453,26.531006398965307,373.1209577358333
115,329.0345011203305,68.82764298980015,264.7702211968594,24.882948890403146,341.10188751115004
116,308.35549455091456,72.21314360496561,244.63534941938983,21.0803445871037,327.79010338873144
117,259.9367671426955,61.53251801683173,256.22627894416223,20.216733775175886,343.28601181656194
118,288.0217086558975,64.86739315585027,210.4508086798541,20.134407944516163,282.3967596401101
119,262.65171864658396,64.28199186231963,222.35244471433626,20.107935442827614,301.20759301324875
120,274.2885072188788,60.50188142690152,199.22137695292923,20.473019086121184,293.94578322409586
121,281.24556457193836,64.896284774051,221.2851591347794,19.64155876741731,302.70138745227695
122,257.33415129255485,59.183554494812256,207.94548761732,20.514992449332237,274.1894099709708
123,255.69275153576137,61.551590015971335,218.9021369129614,22.52683240623507,338.54948911419325
124,274.8821503501885,75.68737997258035,229.3987039398866,20.41507441300769,358.8457337408675
125,301.815200163291,72.81601684768694,269.5232495013865,22.532163529875046,352.53598660588915
126,343.5437538785931,73.10755609989978,289.5816773354514,26.06674792942276,381.43417047256395
127,364.22916816264467,83.45897647616019,295.12698188590144,28.37241647029679,418.6140435011836
128,320.26401839554643,91.59248795285386,331.6631171433742,27.56422593163617,420.4324473344639
129,369.47155922883593,85.04727356105033,307.14833263754406,28.718808995457955,389.7912449443709
130,372.68589961993257,94.96117792339236,309.9271197535369,27.025788058123773,437.1357034922511
131,363.9789446378318,86.44446344997274,353.59645265603757,29.515895212533973,447.24503712224816
132,358.1319632757071,86.2998854333568,312.89098834352853,30.195703598730145,433.71742952831414
133,372.8822244903234,94.85273577910523,359.82871208865873,28.293227258048557,458.60669241950524
134,412.51294599003137,93.4364400116505,292.2112770286042,27.97650194957604,467.9710212439692
135,355.64282135203837,92.65076085072661,344.6376952876576,27.835181521028147,454.5559071444603
136,356.6352615810836,90.82946738009987,275.860669853639,24.8603915877775,399.73077084716965
137,353.5136186944315,90.99698804350817,312.99554873632354,25.35844175296089,356.1395025154646
138,314.1904723137024,79.2575455031589,277.52910122156374,23.557240034982723,402.58734400383537
139,335.1798002793008,72.25816962755503,287.5162664532059,22.888038505963937,371.5901706971102
140,317.58668572793437,75.29754768961098,227.22621333605463,20.78892959318663,305.5052167202878
141,263.5537104157427,64.71892800574474,239.52005092161033,23.140958009317217,341.61967985761373
142,266.907798996412,64.51956033543642,249.61393346358452,21.056781806467733,325.881542329704
143,250.2229216738298,58.36467115325411,223.70958410849602,20.892882908667175,297.21663802809485
144,247.28055674942757,57.20043339677139,226.51424386005323,21.156684954429355,298.9596935869423
145,236.4636289467294,69.63606329149998,231.39879301655105,20.164086583486586,290.11996337825855
146,272.90669427487353,69.70582779458353,226.12069375013078,18.962211945819178,276.4136675504652
147,277.4694917629758,70.48620929292284,243.01313479415762,21.623760515813725,304.712546410216
148,264.6229745976744,69.80531086957093,252.58873501633963,22.89078503109396,350.30649881438467
149,292.72104467503425,70.01591152516345,282.71085713079947,24.869577735070195,313.5248051663479
150,349.3739762334459,73.57170527420315,250.9086401948485,24.658297731148398,354.77883920213003
151,322.02451850217415,78.93891031666986,277.5701118399934,24.3356074290826,378.13599567988086
152,330.06622961080234,87.75555943259239,330.94898531312873,26.310767481892988,406.71932098120794
153,367.90138869906303,94.04240817502203,339.6214333674463,27.7541299512449,454.0772788049449
154,415.75222676762,95.65272252516297,320.93289278321686,30.186081263423507,417.33461838728175
155,365.51649018088875,90.11287022463215,337.2314975437059,30.25188724721056,424.4951490385856
156,400.9439476349037,103.42424572137416,316.45372956067024,29.13658035538708,461.3191099335066
157,405.5643859774878,98.74653819078632,308.7775734633934,32.732143019102836,433.7142128929893
158,359.06104025581175,93.69074289873853,321.4536775787286,29.950604796350405,406.8510901005795
159,385.5068175786167,92.18711018459666,305.7925375090798,27.03585914713509,414.91700482235694
160,345.90466941103017,85.502649084995,308.679599111585,25.309803599412223,374.7027958254651
161,348.7090900020337,78.89716774961431,265.7711981389582,24.468544255321884,361.0145668606169
162,331.62601931515377,76.72436832268994,302.18659338317246,23.729788641922543,366.8801945190778
163,308.4717058067483,78.77374350298084,287.162741574938,22.09713376374364,342.35984988515185
164,266.8794472309633,64.19467540831513,258.244673952501,21.089551608230877,357.70472022455874
165,295.91818003494524,62.61952991770454,238.67844030168197,20.54190260106283,306.4264708558158
166,257.4824516071594,59.386067819171735,219.50241344019452,19.319607721573103,308.32438019253146
167,244.2624616734958,57.88373226038264,236.65612551746509,21.770952021061568,303.9337631070289
